행정시,가맹점명,전화번호,주소,데이터기준일자
서귀포시,돈내코로 95,,제주특별자치도 서귀포시 돈내코로 95,2022-03-31
서귀포시,돈내코돈계식당,,제주특별자치도 서귀포시 돈내코로67번길 26,2022-03-31
서귀포시,한스풀(Han's ful),,제주특별자치도 서귀포시 동문동로 20,2022-03-31
서귀포시,꾸브라꼬숯불두마리치킨서귀점,,제주특별자치도 서귀포시 동문동로 37,2022-03-31
서귀포시,돈짬서귀포점,,제주특별자치도 서귀포시 동문동로53번길 10,2022-03-31
서귀포시,빽가네짬뽕,,제주특별자치도 서귀포시 동문로 13-1,2022-03-31
서귀포시,DAY BY DAY,,제주특별자치도 서귀포시 동문로 30-2,2022-03-31
서귀포시,갯바위식당,,제주특별자치도 서귀포시 동문로 50,2022-03-31
서귀포시,서귀동순대나이트마켓,,제주특별자치도 서귀포시 동부로 13-5,2022-03-31
서귀포시,14아워즈바비큐,,제주특별자치도 서귀포시 동홍남로 20,2022-03-31
서귀포시,놀부서귀포점,,제주특별자치도 서귀포시 동홍남로 24,2022-03-31
서귀포시,곱닥,,제주특별자치도 서귀포시 동홍남로 47,2022-03-31
서귀포시,블랙번,,제주특별자치도 서귀포시 동홍남로 50,2022-03-31
서귀포시,동홍돈,,제주특별자치도 서귀포시 동홍남로 51,2022-03-31
서귀포시,생선배또롱,,제주특별자치도 서귀포시 동홍남로 57,2022-03-31
서귀포시,낭만시대동홍점,,제주특별자치도 서귀포시 동홍남로 61,2022-03-31
서귀포시,만두삼촌,,제주특별자치도 서귀포시 동홍남로 65,2022-03-31
서귀포시,덴카츠,,제주특별자치도 서귀포시 동홍남로 67,2022-03-31
서귀포시,세븐일레븐 서귀포동홍현대점,,제주특별자치도 서귀포시 동홍남로 70,2022-03-31
서귀포시,모이,,제주특별자치도 서귀포시 동홍남로 81,2022-03-31
서귀포시,우솔해장국,,제주특별자치도 서귀포시 동홍남로82번길 1,2022-03-31
서귀포시,에스엔씨라운지,,제주특별자치도 서귀포시 동홍남로82번길 14-10,2022-03-31
서귀포시,솔오름쉼터,,제주특별자치도 서귀포시 동홍동 2150-1,2022-03-31
서귀포시,로뎀나무,,제주특별자치도 서귀포시 동홍동 2150-2,2022-03-31
서귀포시,오름푸드,,제주특별자치도 서귀포시 동홍동 2150-2,2022-03-31
서귀포시,청춘괴기 동홍점,,제주특별자치도 서귀포시 동홍동로 27,2022-03-31
서귀포시,군족서귀포점,,제주특별자치도 서귀포시 동홍동로 5,2022-03-31
서귀포시,성아네갈비,,제주특별자치도 서귀포시 동홍동로26번길 2,2022-03-31
서귀포시,오다가다,,제주특별자치도 서귀포시 동홍로 14,2022-03-31
서귀포시,홍키친,,제주특별자치도 서귀포시 동홍로 20,2022-03-31
서귀포시,괸당집서귀포점,,제주특별자치도 서귀포시 동홍로 21,2022-03-31
서귀포시,헬스케어차이나타운,,제주특별자치도 서귀포시 동홍로 332,2022-03-31
서귀포시,아솥(Asot),,제주특별자치도 서귀포시 동홍로303번길 13,2022-03-31
서귀포시,서귀로운날들/사우던아일랜드 유한책임회사,,제주특별자치도 서귀포시 동홍북로 27-11,2022-03-31
서귀포시,삼삼막창,,제주특별자치도 서귀포시 동홍북로 27-8,2022-03-31
서귀포시,흑미가,,제주특별자치도 서귀포시 동홍북로 46,2022-03-31
서귀포시,외계인반찬,,제주특별자치도 서귀포시 동홍북로 54,2022-03-31
서귀포시,세탁쏘,,제주특별자치도 서귀포시 동홍서로 104-10,2022-03-31
서귀포시,앵두김밥,,제주특별자치도 서귀포시 동홍서로112번길 7,2022-03-31
서귀포시,낭만팥집,,제주특별자치도 서귀포시 동홍서로96번길 17,2022-03-31
서귀포시,CIOT,,제주특별자치도 서귀포시 동홍서로96번길 6,2022-03-31
서귀포시,소이재두,,제주특별자치도 서귀포시 동홍서로96번길 6,2022-03-31
서귀포시,김태연국민동태탕서귀포시동홍점,,제주특별자치도 서귀포시 동홍중앙로 17,2022-03-31
서귀포시,맘스터치서귀동홍점,,제주특별자치도 서귀포시 동홍중앙로 51,2022-03-31
서귀포시,푸른들축산(오름포크),,제주특별자치도 서귀포시 동홍중앙로 62,2022-03-31
서귀포시,청년짬뽕,,제주특별자치도 서귀포시 동홍중앙로 64-1,2022-03-31
서귀포시,금바리,,제주특별자치도 서귀포시 동홍중앙로 68,2022-03-31
서귀포시,해월일식,,제주특별자치도 서귀포시 동홍중앙로 88,2022-03-31
서귀포시,주공민경이네집식당,,제주특별자치도 서귀포시 동홍중앙로 9,2022-03-31
서귀포시,해장하소,,제주특별자치도 서귀포시 동홍중앙로52번길 36-4,2022-03-31
서귀포시,과일담동홍점,,제주특별자치도 서귀포시 동홍중앙로52번길 37,2022-03-31
서귀포시,서귀포통큰장어,,제주특별자치도 서귀포시 동홍중앙로66번길 12,2022-03-31
서귀포시,십년후애(愛),,제주특별자치도 서귀포시 동홍중앙로66번길 13,2022-03-31
서귀포시,팔로우,,제주특별자치도 서귀포시 동홍중앙로66번길 22-11,2022-03-31
서귀포시,동팔이네,,제주특별자치도 서귀포시 동홍중앙로66번길 30-8,2022-03-31
서귀포시,모루쿠다,,제주특별자치도 서귀포시 동홍중앙로90번길 48,2022-03-31
서귀포시,세븐일레븐 서귀포법환소담점,,제주특별자치도 서귀포시 막숙포로 152,2022-03-31
서귀포시,탐북,,제주특별자치도 서귀포시 막숙포로 68,2022-03-31
서귀포시,와룽발리,,제주특별자치도 서귀포시 막숙포로 70,2022-03-31
서귀포시,제주당,,제주특별자치도 서귀포시 막숙포로 74,2022-03-31
서귀포시,꿀맛,,제주특별자치도 서귀포시 막숙포로 95,2022-03-31
서귀포시,고쿠텐서귀포점,,제주특별자치도 서귀포시 막숙포로40번길 5,2022-03-31
서귀포시,할라우드퍼블릭하우스,,제주특별자치도 서귀포시 명동로 11,2022-03-31
서귀포시,할라우드퍼블릭하우스,,제주특별자치도 서귀포시 명동로 11,2022-03-31
서귀포시,시(see),,제주특별자치도 서귀포시 명동로 17,2022-03-31
서귀포시,중섭의 집,,제주특별자치도 서귀포시 명동로 26-1,2022-03-31
서귀포시,글루펍,,제주특별자치도 서귀포시 명동로 28,2022-03-31
서귀포시,바나나에반하다,,제주특별자치도 서귀포시 명동로 34,2022-03-31
서귀포시,쌍둥이네제주토속잔치국수,,제주특별자치도 서귀포시 명동로 47,2022-03-31
서귀포시,삼이사,,제주특별자치도 서귀포시 명동로 6,2022-03-31
서귀포시,육덕진우동들,,제주특별자치도 서귀포시 명동로 7,2022-03-31
서귀포시,문부로(MUNBURO),,제주특별자치도 서귀포시 문부로 25,2022-03-31
서귀포시,동홍정육식당,,제주특별자치도 서귀포시 문부로 27-8,2022-03-31
서귀포시,목로식당,,제주특별자치도 서귀포시 문부로 36-3,2022-03-31
서귀포시,곁애(愛),,제주특별자치도 서귀포시 문부로 36-6,2022-03-31
서귀포시,서귀포이고집,,제주특별자치도 서귀포시 문부로 7,2022-03-31
서귀포시,다정하다,,제주특별자치도 서귀포시 문부로 8,2022-03-31
서귀포시,구두미,,제주특별자치도 서귀포시 문필로 71,2022-03-31
서귀포시,모레기동타잔,,제주특별자치도 서귀포시 배낭골로21번길 13,2022-03-31
서귀포시,불쑥봄,,제주특별자치도 서귀포시 법화로10번길 10-4,2022-03-31
서귀포시,포에스트,,제주특별자치도 서귀포시 법환상로 20,2022-03-31
서귀포시,아토네정원,,제주특별자치도 서귀포시 법환상로22번길 71,2022-03-31
서귀포시,상동산식당,,제주특별자치도 서귀포시 법환하로 51-1,2022-03-31
서귀포시,쇼밥,,제주특별자치도 서귀포시 보목로64번길 138,2022-03-31
서귀포시,숲섬이라면,,제주특별자치도 서귀포시 보목로64번길 80,2022-03-31
서귀포시,착한갈치,,제주특별자치도 서귀포시 보목포로 35,2022-03-31
서귀포시,오르바,,제주특별자치도 서귀포시 보목포로 78,2022-03-31
서귀포시,오또도넛서귀점,,제주특별자치도 서귀포시 부두로 16,2022-03-31
서귀포시,솔동산고기국수,,제주특별자치도 서귀포시 부두로 23,2022-03-31
서귀포시,가파도식탁,,제주특별자치도 서귀포시 부두로 27-1,2022-03-31
서귀포시,고선장네,,제주특별자치도 서귀포시 부두로 51,2022-03-31
서귀포시,아트진,,제주특별자치도 서귀포시 부두로 6,2022-03-31
서귀포시,아코스 제주,,제주특별자치도 서귀포시 산록남로 1391,2022-03-31
서귀포시,아코스 제주무선,,제주특별자치도 서귀포시 산록남로 1391,2022-03-31
서귀포시,엘에이치큐스타트하우스,,제주특별자치도 서귀포시 산록남로 1391,2022-03-31
서귀포시,상효원소낭아래,,제주특별자치도 서귀포시 산록남로 2847-37,2022-03-31
서귀포시,신호등술집,,제주특별자치도 서귀포시 상예로 15,2022-03-31
서귀포시,커트러리,,제주특별자치도 서귀포시 상예로 20,2022-03-31
서귀포시,춘분,,제주특별자치도 서귀포시 상예로 224,2022-03-31
서귀포시,그레이1766,,제주특별자치도 서귀포시 상예로 259,2022-03-31
서귀포시,서귀포호텔 스카이라운지 블루오션,,제주특별자치도 서귀포시 상예로 319,2022-03-31
서귀포시,초원길,,제주특별자치도 서귀포시 상예로 349,2022-03-31
서귀포시,송화 잔기지떡 제주점,,제주특별자치도 서귀포시 새왓로 22,2022-03-31
서귀포시,바당회,,제주특별자치도 서귀포시 새왓로 6,2022-03-31
서귀포시,색달푸드트럭,,제주특별자치도 서귀포시 색달동 2950-3,2022-03-31
서귀포시,진모살푸드트럭,,제주특별자치도 서귀포시 색달동 2950-3,2022-03-31
서귀포시,비스트로가가,,제주특별자치도 서귀포시 색달로 128,2022-03-31
서귀포시,베베맘이유식,,제주특별자치도 서귀포시 색달로 69,2022-03-31
서귀포시,지에스25(GS25) 색달중앙점,,제주특별자치도 서귀포시 색달로 85,2022-03-31
서귀포시,리틀보라카이,,제주특별자치도 서귀포시 색달중앙로 38,2022-03-31
서귀포시,씨유(CU) 서귀색달동점,,제주특별자치도 서귀포시 색달중앙로 48,2022-03-31
서귀포시,달동네수제숨두부,,제주특별자치도 서귀포시 색달중앙로 79,2022-03-31
서귀포시,더쏠(The Sol),,제주특별자치도 서귀포시 색달중앙로63번길 2,2022-03-31
서귀포시,거북황소한마리,,제주특별자치도 서귀포시 서문로 10,2022-03-31
서귀포시,을지로국물떡볶이서귀포점,,제주특별자치도 서귀포시 서문로 11,2022-03-31
서귀포시,연 과자점,,제주특별자치도 서귀포시 서문로 13,2022-03-31
서귀포시,올레2번가갈비,,제주특별자치도 서귀포시 서문로 31,2022-03-31
서귀포시,처갓집양념치킨서귀포점,,제주특별자치도 서귀포시 서문로 49,2022-03-31
서귀포시,티나케이크,,제주특별자치도 서귀포시 서문로 61,2022-03-31
서귀포시,구터미널,,제주특별자치도 서귀포시 서문로 9,2022-03-31
서귀포시,187센티멘트,,제주특별자치도 서귀포시 서문로28번길 3,2022-03-31
서귀포시,조르지네이상한가게,,제주특별자치도 서귀포시 서문로28번길 3,2022-03-31
서귀포시,만선,,제주특별자치도 서귀포시 서문로29번길 14,2022-03-31
서귀포시,하르,,제주특별자치도 서귀포시 서문로41번길 21-1,2022-03-31
서귀포시,서가국밥,,제주특별자치도 서귀포시 서문로41번길 22-2,2022-03-31
서귀포시,제주.길,,제주특별자치도 서귀포시 서문서로 16-1,2022-03-31
서귀포시,예주꿩메밀,,제주특별자치도 서귀포시 서문서로 55,2022-03-31
서귀포시,강희네,,제주특별자치도 서귀포시 서문서로55번길 2,2022-03-31
서귀포시,도도베이커리,,제주특별자치도 서귀포시 서문서로55번길 4,2022-03-31
서귀포시,주인의취향,,제주특별자치도 서귀포시 서호남로 91,2022-03-31
서귀포시,테왁,,제주특별자치도 서귀포시 서호남로32번길 10-4,2022-03-31
서귀포시,채점석베이커리혁신도시점,,제주특별자치도 서귀포시 서호남로32번길 29,2022-03-31
서귀포시,속골계절음식점,,제주특별자치도 서귀포시 서호동 85,2022-03-31
서귀포시,말랑제주,,제주특별자치도 서귀포시 서호로 22-1,2022-03-31
서귀포시,서귀롱,,제주특별자치도 서귀포시 서호중로 102,2022-03-31
서귀포시,앤드플(ANDFLE),,제주특별자치도 서귀포시 서호중로 102,2022-03-31
서귀포시,신도시정육식당2호점,,제주특별자치도 서귀포시 서호중로 119,2022-03-31
서귀포시,신도시정육식당2호점,,제주특별자치도 서귀포시 서호중로 119,2022-03-31
서귀포시,섬나무,,제주특별자치도 서귀포시 서호중로 47,2022-03-31
서귀포시,만계치킨,,제주특별자치도 서귀포시 서호중로 55,2022-03-31
서귀포시,얼큰이공주칼국수,,제주특별자치도 서귀포시 서호중로 82,2022-03-31
서귀포시,로아나(roana),,제주특별자치도 서귀포시 서호중앙로 55,2022-03-31
서귀포시,마미쿡서호점,,제주특별자치도 서귀포시 서호중앙로 55,2022-03-31
서귀포시,미립공간,,제주특별자치도 서귀포시 서호중앙로 55,2022-03-31
서귀포시,미옹케이크스튜디오,,제주특별자치도 서귀포시 서호중앙로 55,2022-03-31
서귀포시,하이데어키친,,제주특별자치도 서귀포시 서호호근로96번길 14,2022-03-31
서귀포시,새로나식당,,제주특별자치도 서귀포시 서홍로 167,2022-03-31
서귀포시,아리랑밀면,,제주특별자치도 서귀포시 서홍로 29,2022-03-31
서귀포시,들렁모루,,제주특별자치도 서귀포시 서홍로358번길 27-18,2022-03-31
서귀포시,용구족발보쌈,,제주특별자치도 서귀포시 성산읍 고성동서로 66,2022-03-31
서귀포시,또바기,,제주특별자치도 서귀포시 성산읍 고성동서로56번길 13,2022-03-31
서귀포시,주영이네,,제주특별자치도 서귀포시 성산읍 고성동서로56번길 13,2022-03-31
서귀포시,오늘. 이곳,,제주특별자치도 서귀포시 성산읍 고성동서로56번길 3-2,2022-03-31
서귀포시,지에스25 성산오일장점,,제주특별자치도 서귀포시 성산읍 고성오조로 106,2022-03-31
서귀포시,봉기네 깡통구이,,제주특별자치도 서귀포시 성산읍 고성오조로 38,2022-03-31
서귀포시,어디가맨성산점,,제주특별자치도 서귀포시 성산읍 고성오조로 4,2022-03-31
서귀포시,마약샌드위치,,제주특별자치도 서귀포시 성산읍 고성오조로 65,2022-03-31
서귀포시,올레꾼본점,,제주특별자치도 서귀포시 성산읍 고성오조로 74-1,2022-03-31
서귀포시,괸당집성산점,,제주특별자치도 서귀포시 성산읍 고성오조로 80,2022-03-31
서귀포시,마니분식손칼국수,,제주특별자치도 서귀포시 성산읍 고성오조로 85,2022-03-31
서귀포시,순정이네,,제주특별자치도 서귀포시 성산읍 고성오조로 87-18,2022-03-31
서귀포시,나무아래쉼팡,,제주특별자치도 서귀포시 성산읍 고성오조로113번길 8,2022-03-31
서귀포시,땅땅치킨제주성산점,,제주특별자치도 서귀포시 성산읍 고성중앙로46번길 1,2022-03-31
서귀포시,제주민족,,제주특별자치도 서귀포시 성산읍 고성중앙로46번길 12,2022-03-31
서귀포시,고마촌,,제주특별자치도 서귀포시 성산읍 난산로 4,2022-03-31
서귀포시,난산리 식당,,제주특별자치도 서귀포시 성산읍 난산로41번길 38,2022-03-31
서귀포시,출판가게숨짓.숲의 시간,,제주특별자치도 서귀포시 성산읍 남산봉로 21-11,2022-03-31
서귀포시,염세주의,,제주특별자치도 서귀포시 성산읍 동류암로 20,2022-03-31
서귀포시,라움,,제주특별자치도 서귀포시 성산읍 동류암로 26,2022-03-31
서귀포시,동류암,,제주특별자치도 서귀포시 성산읍 동류암로 39-4,2022-03-31
서귀포시,쉬림포크,,제주특별자치도 서귀포시 성산읍 동류암로 47-1,2022-03-31
서귀포시,뭉치푸줏간,,제주특별자치도 서귀포시 성산읍 동류암로 50,2022-03-31
서귀포시,이층으로,,제주특별자치도 서귀포시 성산읍 동류암로39번길 15,2022-03-31
서귀포시,뽕아집,,제주특별자치도 서귀포시 성산읍 산성효자로 106,2022-03-31
서귀포시,효자로 등갈비,,제주특별자치도 서귀포시 성산읍 산성효자로 33,2022-03-31
서귀포시,삼달센트럴,,제주특별자치도 서귀포시 성산읍 삼달로 164,2022-03-31
서귀포시,벨에포크,,제주특별자치도 서귀포시 성산읍 삼달로 199,2022-03-31
서귀포시,불특정식당,,제주특별자치도 서귀포시 성산읍 삼달로 239,2022-03-31
서귀포시,불특정식당,,제주특별자치도 서귀포시 성산읍 삼달로 239,2022-03-31
서귀포시,정체불명,,제주특별자치도 서귀포시 성산읍 삼달로163번길 34,2022-03-31
서귀포시,호동이식당,,제주특별자치도 서귀포시 성산읍 삼달하동로17번길 31,2022-03-31
서귀포시,부부키친,,제주특별자치도 서귀포시 성산읍 서성일로 1024,2022-03-31
서귀포시,월드베이커리,,제주특별자치도 서귀포시 성산읍 서성일로 1231,2022-03-31
서귀포시,수일통닭성산점,,제주특별자치도 서귀포시 성산읍 서성일로 1240,2022-03-31
서귀포시,해적,,제주특별자치도 서귀포시 성산읍 서성일로 506-15,2022-03-31
서귀포시,아임마운틴,,제주특별자치도 서귀포시 성산읍 서성일로 510,2022-03-31
서귀포시,정호,,제주특별자치도 서귀포시 성산읍 서성일로 783,2022-03-31
서귀포시,씨유(CU) 성산고성점,,제주특별자치도 서귀포시 성산읍 서성일로1222번길 2,2022-03-31
서귀포시,GS25 오션스타콘도점,,제주특별자치도 서귀포시 성산읍 섭지코지로 169,2022-03-31
서귀포시,섭지코지로,,제주특별자치도 서귀포시 성산읍 섭지코지로 43,2022-03-31
서귀포시,아쿠아플라넷 제주,,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,2022-03-31
서귀포시,나타오비카 제주,,제주특별자치도 서귀포시 성산읍 섭지코지로 95,2022-03-31
서귀포시,봄날제주,,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6,2022-03-31
서귀포시,지에스25 성산신양점,,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6,2022-03-31
서귀포시,비밀기지/주식회사 에잇에이엠,,제주특별자치도 서귀포시 성산읍 성산등용로 130-21,2022-03-31
서귀포시,이어돈 성산 그 두번째이야기,,제주특별자치도 서귀포시 성산읍 성산등용로 44,2022-03-31
서귀포시,로또식당갈치조림,,제주특별자치도 서귀포시 성산읍 성산등용로 78,2022-03-31
서귀포시,굿모닝 상회,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 29,2022-03-31
서귀포시,나나식탁,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,2022-03-31
서귀포시,미미회관,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,2022-03-31
서귀포시,살레제주,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,2022-03-31
서귀포시,씨유(CU) 성산리치유점,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,2022-03-31
서귀포시,챙길밥,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,2022-03-31
서귀포시,단백,,제주특별자치도 서귀포시 성산읍 성산중앙로 17,2022-03-31
서귀포시,산지해장국,,제주특별자치도 서귀포시 성산읍 성산중앙로 30-4,2022-03-31
서귀포시,해뜨는식당,,제주특별자치도 서귀포시 성산읍 성산중앙로 38,2022-03-31
서귀포시,바라봄,,제주특별자치도 서귀포시 성산읍 성산중앙로 56-1,2022-03-31
서귀포시,명단,,제주특별자치도 서귀포시 성산읍 성산중앙로 59,2022-03-31
서귀포시,성산흑돈쭐,,제주특별자치도 서귀포시 성산읍 성산중앙로 72,2022-03-31
서귀포시,성산을본갈치,,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-4,2022-03-31
서귀포시,농부의 밥상,,제주특별자치도 서귀포시 성산읍 수시로10번길 18,2022-03-31
서귀포시,제주촌돌판구이,,제주특별자치도 서귀포시 성산읍 수시로10번길 18,2022-03-31
서귀포시,공드리,,제주특별자치도 서귀포시 성산읍 수시로10번길 3,2022-03-31
서귀포시,슌식당,,제주특별자치도 서귀포시 성산읍 시흥상동로 87,2022-03-31
서귀포시,네이쳐그릭본관,,제주특별자치도 서귀포시 성산읍 신고로22번길 19,2022-03-31
서귀포시,섭지코지한끼,,제주특별자치도 서귀포시 성산읍 신양로 100,2022-03-31
서귀포시,제주일도,,제주특별자치도 서귀포시 성산읍 신양로 107,2022-03-31
서귀포시,호야네집밥,,제주특별자치도 서귀포시 성산읍 신양로 110,2022-03-31
서귀포시,한켠의 공간,,제주특별자치도 서귀포시 성산읍 신양로122번길 10-8,2022-03-31
서귀포시,뚱스게스트하우스&키친,,제주특별자치도 서귀포시 성산읍 신천동로 176,2022-03-31
서귀포시,조케네가든,,제주특별자치도 서귀포시 성산읍 신천동로13번길 27,2022-03-31
서귀포시,숨비아일랜드,,제주특별자치도 서귀포시 성산읍 신천서로 91,2022-03-31
서귀포시,아줄레주,,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59,2022-03-31
서귀포시,뽀르뽀라,,제주특별자치도 서귀포시 성산읍 온평관전로 94,2022-03-31
서귀포시,혼인지칼국수,,제주특별자치도 서귀포시 성산읍 온평상하로 81,2022-03-31
서귀포시,로이앤메이,,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7,2022-03-31
서귀포시,옛날국수집,,제주특별자치도 서귀포시 성산읍 온평애향로 2,2022-03-31
서귀포시,성산가든,,제주특별자치도 서귀포시 성산읍 일주동로 3968,2022-03-31
서귀포시,성산도시어부회포장,,제주특별자치도 서귀포시 성산읍 일주동로 4202,2022-03-31
서귀포시,찐곰탕,,제주특별자치도 서귀포시 성산읍 일주동로 4228,2022-03-31
서귀포시,몬딱축산,,제주특별자치도 서귀포시 성산읍 일주동로 4229,2022-03-31
서귀포시,정원꼬리곰탕,,제주특별자치도 서귀포시 성산읍 일주동로 4402,2022-03-31
서귀포시,신산 1038,,제주특별자치도 서귀포시 성산읍 일주동로 5111,2022-03-31
서귀포시,잔디공장,,제주특별자치도 서귀포시 성산읍 일주동로5154번길 5,2022-03-31
서귀포시,하얀맥주,,제주특별자치도 서귀포시 성산읍 일주동로 5199,2022-03-31
서귀포시,바다정원,,제주특별자치도 서귀포시 성산읍 일주동로 5199-13,2022-03-31
서귀포시,오챠드삼달,,제주특별자치도 서귀포시 성산읍 일주동로 5290,2022-03-31
서귀포시,팔피엠비밀기지점/주식회사 에프,,제주특별자치도 서귀포시 성산읍 일주동로 5379,2022-03-31
서귀포시,옳은식당성산,,제주특별자치도 서귀포시 성산읍 일출로 221,2022-03-31
서귀포시,대박조개구이,,제주특별자치도 서귀포시 성산읍 일출로 23,2022-03-31
서귀포시,대박조개구이,,제주특별자치도 서귀포시 성산읍 일출로 23,2022-03-31
서귀포시,아놔고,,제주특별자치도 서귀포시 성산읍 일출로 240,2022-03-31
서귀포시,시호스,,제주특별자치도 서귀포시 성산읍 일출로 2461,2022-03-31
서귀포시,성산리140,,제주특별자치도 서귀포시 성산읍 일출로 258-11,2022-03-31
서귀포시,통발,,제주특별자치도 서귀포시 성산읍 일출로 258-15,2022-03-31
서귀포시,원조김대감안동찜닭제주점,,제주특별자치도 서귀포시 성산읍 일출로 263,2022-03-31
서귀포시,지엔방,,제주특별자치도 서귀포시 성산읍 일출로 263,2022-03-31
서귀포시,19티성산일출봉점,,제주특별자치도 서귀포시 성산읍 일출로 264-1,2022-03-31
서귀포시,성산옥탑,,제주특별자치도 서귀포시 성산읍 일출로 270-8,2022-03-31
서귀포시,동뜬식당,,제주특별자치도 서귀포시 성산읍 일출로 272-1,2022-03-31
서귀포시,일출봉김밥,,제주특별자치도 서귀포시 성산읍 일출로 280,2022-03-31
서귀포시,식을 탐하다,,제주특별자치도 서귀포시 성산읍 일출로 293,2022-03-31
서귀포시,쌈총사횟집,,제주특별자치도 서귀포시 성산읍 일출로 32,2022-03-31
서귀포시,고기다,,제주특별자치도 서귀포시 성산읍 일출로 32-16,2022-03-31
서귀포시,성산바다풍경회포장,,제주특별자치도 서귀포시 성산읍 일출로288번길 17,2022-03-31
서귀포시,시안,,제주특별자치도 서귀포시 성산읍 일출로288번길 23,2022-03-31
서귀포시,성산국수,,제주특별자치도 서귀포시 성산읍 일출로288번길 8,2022-03-31
서귀포시,여름정원,,제주특별자치도 서귀포시 성산읍 풍천로192번길 40-5,2022-03-31
서귀포시,엔에이피4/주식회사 더엔에이,,제주특별자치도 서귀포시 성산읍 한도로 199,2022-03-31
서귀포시,서진향해장국성산점,,제주특별자치도 서귀포시 성산읍 한도로 200,2022-03-31
서귀포시,성산마씸,,제주특별자치도 서귀포시 성산읍 한도로 257,2022-03-31
서귀포시,고기에오르다,,제주특별자치도 서귀포시 성산읍 한도로 2641,2022-03-31
서귀포시,성산포,,제주특별자치도 서귀포시 성산읍 한도로 268,2022-03-31
서귀포시,범식당,,제주특별자치도 서귀포시 성산읍 한도로 66,2022-03-31
서귀포시,듬삭헌국밥집,,제주특별자치도 서귀포시 성산읍 한도로 82,2022-03-31
서귀포시,서프보이,,제주특별자치도 서귀포시 성산읍 한도로242번길 14,2022-03-31
서귀포시,나무아래,,제주특별자치도 서귀포시 성산읍 한도로255번길 21,2022-03-31
서귀포시,하바나,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2630,2022-03-31
서귀포시,봄그리고가을리조트소반,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,2022-03-31
서귀포시,세븐일레븐 서귀포더그레이스점,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,2022-03-31
서귀포시,수 킹 (SOOKiNG),,제주특별자치도 서귀포시 성산읍 해맞이해안로 2692,2022-03-31
서귀포시,마씸,,제주특별자치도 서귀포시 성산읍 환해장성로 129-1,2022-03-31
서귀포시,바이더씨,,제주특별자치도 서귀포시 성산읍 환해장성로 469,2022-03-31
서귀포시,돌개바람,,제주특별자치도 서귀포시 성산읍 환해장성로 495,2022-03-31
서귀포시,똣똣,,제주특별자치도 서귀포시 성산읍 환해장성로 559,2022-03-31
서귀포시,그리너리,,제주특별자치도 서귀포시 소보리당로 200,2022-03-31
서귀포시,소보리당로222,,제주특별자치도 서귀포시 소보리당로 222,2022-03-31
서귀포시,썬샤인워크,,제주특별자치도 서귀포시 소보리당로 40-4,2022-03-31
서귀포시,신쭈,,제주특별자치도 서귀포시 소암로 12-1,2022-03-31
서귀포시,Mood Wood(무드우드),,제주특별자치도 서귀포시 소암로 33,2022-03-31
서귀포시,베이커리카페70,,제주특별자치도 서귀포시 소암로 33,2022-03-31
서귀포시,진영슈퍼,,제주특별자치도 서귀포시 소암로12번길 21,2022-03-31
서귀포시,몬스테라자 구리점,,제주특별자치도 서귀포시 소암로12번길 7,2022-03-31
서귀포시,하라케케,,제주특별자치도 서귀포시 속골로 29-10,2022-03-31
서귀포시,셀라돈,,제주특별자치도 서귀포시 솔동산로 13,2022-03-31
서귀포시,우디글레이드(Woody glade),,제주특별자치도 서귀포시 솔동산로 26-6,2022-03-31
서귀포시,언니네,,제주특별자치도 서귀포시 솔동산로11번길 8-18,2022-03-31
서귀포시,새벽기차,,제주특별자치도 서귀포시 솔동산로22번길 11,2022-03-31
서귀포시,리앤이 라마띠네,,제주특별자치도 서귀포시 솔오름로105번길 24,2022-03-31
서귀포시,곰탕,,제주특별자치도 서귀포시 솜반천로 16,2022-03-31
서귀포시,서정,,제주특별자치도 서귀포시 솜반천로55번길 12-8,2022-03-31
서귀포시,해담,,제주특별자치도 서귀포시 쇠소깍로 100,2022-03-31
서귀포시,쇠소깍빵명장,,제주특별자치도 서귀포시 쇠소깍로 122,2022-03-31
서귀포시,넘버138,,제주특별자치도 서귀포시 쇠소깍로 138,2022-03-31
서귀포시,세렝게티,,제주특별자치도 서귀포시 쇠소깍로 156,2022-03-31
서귀포시,섬돼지,,제주특별자치도 서귀포시 신동로 25,2022-03-31
서귀포시,칼맛,,제주특별자치도 서귀포시 신동로 69,2022-03-31
서귀포시,섭지코지올래맛집,,제주특별자치도 서귀포시 신동로47번길 10-12,2022-03-31
서귀포시,야래향,,제주특별자치도 서귀포시 신동로67번길 17,2022-03-31
